drive,seed,mode,separation,within_corr,across_corr,internal_spread,broken,collective_mean_norm,max_update_speed
1.3,56,stress,0.01188107175515965,0.1521291306935136,0.14024805893835396,0.6465491625213827,2,5.610027061456275e-16,3.0000000000009606
1.3,56,random_matched,0.006382264575135216,0.14869980326693372,0.1423175386917985,0.4407182610138487,2,6.087976003455676e-16,3.0000000000009766
1.3,57,stress,0.031121263452739967,0.15349879278634346,0.12237752933360349,0.43265767768089375,5,5.08394677728011e-16,3.000000000000998
1.3,57,random_matched,0.06423509907477495,0.1897896633660094,0.12555456429123443,0.7445377157568859,5,3.273641730463911e-16,3.000000000000996
1.3,58,stress,0.0332038255780677,0.1666629376644474,0.1334591120863797,0.7517849327488256,3,5.585701844806365e-16,3.000000000000911
1.3,58,random_matched,0.053484672708781655,0.18203626458252056,0.1285515918737389,0.593859407286889,3,5.071672738690042e-16,3.0000000000008975
1.3,59,stress,0.07407844143722711,0.20022914700540356,0.12615070556817645,0.364403261911709,7,1.1567413403496195e-15,3.000000000000989
1.3,59,random_matched,0.05829595576813967,0.19236508477328607,0.1340691290051464,0.12269305637505859,7,4.002966042486721e-16,3.0000000000009783
1.3,60,stress,0.05732903202988396,0.18246159594970932,0.12513256391982536,0.38795664900693577,3,2.4708005860776926e-15,3.0000000000009357
1.3,60,random_matched,0.042271863629384426,0.16470837159666082,0.1224365079672764,1.0545069852309057,3,1.4746487376420297e-15,3.0000000000009197
1.3,61,stress,0.015100362915302507,0.14407214920696024,0.12897178629165773,0.85942952589743,3,6.327385218199519e-16,3.000000000000987
1.3,61,random_matched,0.047539582314010315,0.1667339260662617,0.11919434375225138,0.8845219068178745,3,8.966788462646269e-16,3.0000000000009455
1.3,62,stress,0.009314552659092923,0.13719386321796553,0.1278793105588726,0.9903507677815109,2,8.496643395177617e-16,3.000000000000998
1.3,62,random_matched,0.029173798163037515,0.14791881637180593,0.11874501820876841,0.532873572461903,2,9.536597496921329e-16,3.0000000000009597
